SpeciesLong,SpeciesShort,Type,Taxa,MR_type,Biomass,Min_Size,Max_Size,Max_age,LWR_a,LWR_b,Swim_velo,Surface_Interval,Dive_Interval,Dive_Min_Day,Dive_Max_Day,Dive_Min_Night,Dive_Max_Night,Min_Prey,Max_Prey,Energy_density,Handling_Time,Max_Stomach_a,Max_Stomach_b,Sex_Ratio,Larval_Size,Larval_Duration,Hatch_Survival,School_Size,L_mat,Resp_a,Resp_b,Resp_q,Activity_Mult,M
King Mackerel,King,non_mig,1,1,0.2,15,1800,25,0.00376,3.07,1.5,0,0,0,0,0,0,0.01,0.5,7000,0.1,0.25,0.67,0.5,15,14,0.01,100000,600,0.6,-0.25,0.069,2.5,0.05
